,Unnamed: 0,sno,serialno,Computer_FileNO,IncidentDistrict,PermanentDistrict,year_INC_NEP,age_2,Age,Year,Event_Date,Region2,Region1,Mobility,IncidentOutcome,Killed_Type,By_State,By_Maoist,Other_Perpetrators,Gender,MaritalStatus,LanguageGroup,CasteGroup,Partyaffiliation,EconomicStatus,Education,OccupationCategory,Informer,LivelihoodDependence,Compensation,Displacement,DisplacementResettlement,IncidentVictim,lon,lat
14544,14544,52.0,11354.0,8889.0,ROLPA,52.0,2057.0,,28.0,2001.0,2001-02-24,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,5.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.6584128977,28.4840132941
14545,14545,52.0,11357.0,8838.0,ROLPA,52.0,2056.0,,46.0,1999.0,1999-10-14,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,3.0,7.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.4570488395,28.2316476879
14546,14546,52.0,11358.0,8676.0,ROLPA,52.0,2059.0,,38.0,2002.0,2002-09-25,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,10.0,2.0,5.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.508073034,28.3373198311
14547,14547,52.0,11368.0,1976.0,ROLPA,52.0,2058.0,,20.0,2002.0,2002-03-17,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.9072731408,28.4163926022
14548,14548,52.0,11372.0,10316.0,ROLPA,52.0,2059.0,,55.0,2002.0,2002-11-17,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,9.0,99.0,4.0,8.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.3905936405,28.415898789
14549,14549,52.0,11374.0,2364.0,ROLPA,52.0,2060.0,,23.0,2003.0,2003-08-28,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,3.0,7.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.5566511371,28.2725905936
14550,14550,52.0,11378.0,8635.0,ROLPA,52.0,2055.0,,19.0,2003.0,2003-01-06,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,5.0,4.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.6977713943,28.5067987721
14551,14551,52.0,11380.0,8660.0,ROLPA,52.0,2055.0,,40.0,1999.0,1999-02-23,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,10.0,2.0,5.0,3.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.662070064,28.4193632696
14552,14552,52.0,11385.0,8848.0,ROLPA,52.0,2059.0,,19.0,2002.0,2002-05-06,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.6055546088,28.300330711
14553,14553,52.0,11386.0,2238.0,ROLPA,52.0,2059.0,,20.0,2002.0,2002-07-22,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,6.0,10.0,2.0,99.0,5.0,9.0,1.0,,3.0,0.0,0.0,0.0,0.0,82.720429989,28.2999074942
14554,14554,52.0,11393.0,8713.0,ROLPA,52.0,2053.0,,33.0,1996.0,1996-08-10,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,10.0,2.0,5.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.7447021202,28.1974367367
14555,14555,52.0,11398.0,10256.0,ROLPA,52.0,2058.0,,16.0,2001.0,2001-11-30,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,99.0,3.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.3980535845,28.4171597566
14556,14556,52.0,11406.0,2446.0,ROLPA,52.0,2058.0,,19.0,2002.0,2002-04-03,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,99.0,4.0,6.0,19.0,,1.0,1.0,0.0,0.0,0.0,82.4951996141,28.1588504749
14557,14557,52.0,11407.0,8548.0,ROLPA,52.0,2059.0,,18.0,2002.0,2002-09-20,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,5.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.7516744942,28.2883656164
14558,14558,52.0,11410.0,2390.0,ROLPA,52.0,2058.0,,20.0,2002.0,2002-04-02,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,3.0,4.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.5196478459,28.1447222116
14559,14559,52.0,11412.0,10580.0,ROLPA,52.0,2055.0,,21.0,1998.0,1998-09-05,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,5.0,3.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.5429141608,28.4880286242
14560,14560,52.0,11421.0,8866.0,ROLPA,52.0,2059.0,,38.0,2002.0,2002-08-20,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,3.0,5.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.3959125044,28.3969932899
14561,14561,52.0,11443.0,1992.0,ROLPA,52.0,2058.0,,56.0,2002.0,2002-03-17,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.624350343,28.4949169513
14562,14562,52.0,11445.0,8888.0,ROLPA,52.0,2059.0,,28.0,2002.0,2002-05-02,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.432535764,28.2845462469
14563,14563,52.0,11455.0,8528.0,ROLPA,52.0,2058.0,,22.0,2001.0,2001-12-22,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.4841307225,28.3511232979
14564,14564,52.0,11468.0,8550.0,ROLPA,52.0,2059.0,,20.0,2002.0,2002-09-22,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,10.0,2.0,99.0,4.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.775811725,28.3953448517
14565,14565,52.0,11471.0,10289.0,ROLPA,52.0,2058.0,,39.0,2001.0,2001-11-30,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.5083976808,28.1531024985
14566,14566,52.0,11486.0,8661.0,ROLPA,52.0,2055.0,,27.0,1999.0,1999-02-23,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,10.0,2.0,5.0,4.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.6371536632,28.4249999144
14567,14567,52.0,11490.0,8715.0,ROLPA,52.0,2053.0,,17.0,1996.0,1996-08-10,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,5.0,4.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.9128033373,28.4014814151
14568,14568,52.0,11491.0,8666.0,ROLPA,52.0,2053.0,,20.0,1996.0,1996-08-09,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,5.0,3.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.4239552302,28.4483129879
14569,14569,52.0,11493.0,8879.0,ROLPA,52.0,2059.0,,35.0,2002.0,2002-08-20,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,3.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.436825169,28.4252540234
14570,14570,52.0,11502.0,8609.0,ROLPA,52.0,2054.0,,27.0,1998.0,1998-01-19,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,3.0,7.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.4310248994,28.2127348214
14571,14571,52.0,11505.0,2245.0,ROLPA,52.0,2059.0,,28.0,2002.0,2002-05-02,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,5.0,9.0,1.0,,3.0,1.0,0.0,0.0,0.0,82.4228392114,28.1740190185
14572,14572,52.0,11508.0,1944.0,ROLPA,52.0,2056.0,,27.0,2000.0,2000-01-05,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,4.0,7.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.9247255494,28.3436512701
14573,14573,52.0,11509.0,8566.0,ROLPA,52.0,2059.0,,27.0,2002.0,2002-09-22,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,10.0,2.0,5.0,3.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.6022136704,28.2028502123
14574,14574,52.0,11514.0,10741.0,ROLPA,52.0,2059.0,,14.0,2003.0,2003-03-30,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,10.0,2.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.4421103935,28.1984098255
14575,14575,52.0,11516.0,8798.0,ROLPA,52.0,2054.0,,48.0,1998.0,1998-03-02,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.7944450409,28.4457903548
14576,14576,52.0,11521.0,2358.0,ROLPA,52.0,2059.0,,49.0,2002.0,2002-09-24,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,99.0,4.0,8.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.8059418604,28.4186350242
14577,14577,52.0,11534.0,8922.0,ROLPA,52.0,2059.0,,31.0,2002.0,2002-05-02,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.6656404595,28.220335137
14578,14578,52.0,11547.0,10480.0,ROLPA,52.0,2053.0,,46.0,1996.0,1996-11-12,4.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,10.0,2.0,1.0,5.0,9.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.5971062453,28.1536512532
14579,14579,52.0,11548.0,8571.0,ROLPA,52.0,2059.0,,26.0,2002.0,2002-09-22,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,3.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.6760297908,28.2383924649
14580,14580,52.0,11552.0,8911.0,ROLPA,52.0,2059.0,,48.0,2002.0,2002-08-20,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,3.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.7637878411,28.3190608329
14581,14581,52.0,11556.0,8893.0,ROLPA,52.0,2059.0,,57.0,2002.0,2002-05-02,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.5799896763,28.2455538307
14582,14582,52.0,11558.0,8834.0,ROLPA,52.0,2053.0,,45.0,1996.0,1996-11-17,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,3.0,7.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.8129619461,28.2897996024
14583,14583,52.0,11559.0,8575.0,ROLPA,52.0,2059.0,,21.0,2002.0,2002-09-22,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,99.0,3.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.7746095793,28.2248780107
14584,14584,52.0,11560.0,8467.0,ROLPA,52.0,2055.0,,14.0,1999.0,1999-01-21,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,5.0,4.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.6901116159,28.2923590542
14585,14585,52.0,11564.0,8867.0,ROLPA,52.0,2059.0,,52.0,2002.0,2002-09-25,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,10.0,2.0,5.0,4.0,9.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.8064861385,28.4109054107
14586,14586,52.0,11571.0,10287.0,ROLPA,52.0,2058.0,,40.0,2001.0,2001-11-30,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.8775298714,28.4405724521
14587,14587,52.0,11575.0,8819.0,ROLPA,52.0,2059.0,,31.0,2002.0,2002-09-25,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,3.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.6509356097,28.3647307551
14588,14588,52.0,11576.0,2265.0,ROLPA,52.0,2055.0,,19.0,1999.0,1999-03-21,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,1.0,99.0,5.0,9.0,19.0,,3.0,1.0,0.0,0.0,0.0,82.4347059046,28.4006000592
14589,14589,52.0,11581.0,8807.0,ROLPA,52.0,2059.0,,25.0,2002.0,2002-05-27,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,5.0,4.0,7.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.537032517,28.4914100038
14590,14590,52.0,11582.0,2221.0,ROLPA,52.0,2059.0,,56.0,2002.0,2002-06-07,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.4728355314,28.4219267565
14591,14591,52.0,11583.0,1973.0,ROLPA,52.0,2058.0,,25.0,2002.0,2002-03-17,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.5092069098,28.2492413509
14592,14592,52.0,11587.0,2215.0,ROLPA,52.0,2056.0,,34.0,1999.0,1999-08-31,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,5.0,4.0,7.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.6002756472,28.2114094341
14593,14593,52.0,11589.0,8777.0,ROLPA,52.0,2058.0,,31.0,2002.0,2002-03-27,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.481139349,28.2960106285
14594,14594,52.0,11593.0,8654.0,ROLPA,52.0,2055.0,,51.0,1998.0,1998-11-20,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.4153236852,28.3954519694
14595,14595,52.0,11600.0,8923.0,ROLPA,52.0,2056.0,,18.0,1999.0,1999-06-22,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,5.0,5.0,4.0,7.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.6612300455,28.2916678236
14596,14596,52.0,11608.0,8484.0,ROLPA,52.0,2053.0,,8.0,1996.0,1996-10-30,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,99.0,4.0,7.0,19.0,,1.0,1.0,0.0,0.0,0.0,82.5042616304,28.5228568911
14597,14597,52.0,11609.0,8800.0,ROLPA,52.0,2059.0,,24.0,2002.0,2002-11-06,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,5.0,5.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.9150840206,28.4273362499
14598,14598,52.0,11621.0,8913.0,ROLPA,52.0,2059.0,,17.0,2002.0,2002-05-06,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,10.0,2.0,5.0,4.0,8.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.5324518596,28.4269871091
14599,14599,52.0,11623.0,2360.0,ROLPA,52.0,2059.0,,15.0,2002.0,2002-09-24,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,5.0,3.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.634329422,28.1857812896
14600,14600,52.0,11629.0,10484.0,ROLPA,52.0,2055.0,,55.0,1999.0,1999-01-24,4.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,7.0,4.0,7.0,1.0,,1.0,0.0,0.0,0.0,0.0,82.5767273339,28.2663264267
14601,14601,52.0,11633.0,8670.0,ROLPA,52.0,2055.0,,49.0,1998.0,1998-10-12,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.5694666358,28.137239716
14602,14602,52.0,11636.0,2240.0,ROLPA,52.0,2056.0,,18.0,1999.0,1999-07-22,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,10.0,2.0,5.0,5.0,9.0,9.0,,3.0,1.0,0.0,0.0,0.0,82.8637302936,28.2842494825
14603,14603,52.0,11639.0,1972.0,ROLPA,52.0,2058.0,,24.0,2002.0,2002-03-17,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,5.0,4.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.8327601573,28.272094817
14604,14604,52.0,11643.0,8580.0,ROLPA,52.0,2058.0,,24.0,2002.0,2002-03-17,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.4675336458,28.5182960995
14605,14605,52.0,11646.0,10347.0,ROLPA,52.0,2059.0,,19.0,2002.0,2002-09-22,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,5.0,3.0,5.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.9073235463,28.4315818338
14606,14606,52.0,11658.0,8817.0,ROLPA,52.0,2061.0,,25.0,2004.0,2004-10-21,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,99.0,3.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.6723906073,28.297242668
14607,14607,52.0,11663.0,8812.0,ROLPA,52.0,2059.0,,55.0,2002.0,2002-05-27,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,99.0,3.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.5008407964,28.2764605784
14608,14608,52.0,11667.0,8733.0,ROLPA,52.0,2059.0,,21.0,2002.0,2002-05-09,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0,5.0,4.0,5.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.6148622271,28.16114053
14609,14609,52.0,11675.0,2001.0,ROLPA,52.0,2058.0,,19.0,2002.0,2002-03-17,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,99.0,4.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.5995996723,28.2395314348
14610,14610,52.0,11678.0,10704.0,ROLPA,52.0,2061.0,,46.0,2004.0,2004-07-04,4.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,1.0,1.0,5.0,99.0,4.0,7.0,1.0,,1.0,0.0,0.0,0.0,0.0,82.5035590567,28.5327259838
14611,14611,52.0,11682.0,2009.0,ROLPA,52.0,2055.0,,34.0,1999.0,1999-03-06,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,99.0,4.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.8347230239,28.2806335812
14612,14612,52.0,11697.0,10491.0,ROLPA,52.0,2058.0,38.0,38.0,2001.0,2001-09-23,4.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.4986410829,28.4143215087
14613,14613,52.0,11702.0,2257.0,ROLPA,52.0,2059.0,,19.0,2002.0,2002-12-25,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,2.0,5.0,5.0,9.0,9.0,,3.0,1.0,0.0,0.0,0.0,82.8045951694,28.2583625555
14614,14614,52.0,11704.0,10979.0,ROLPA,52.0,2055.0,,26.0,1999.0,1999-03-11,4.0,2.0,2.0,1.0,2.0,0.0,1.0,0.0,0.0,6.0,1.0,5.0,3.0,5.0,9.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.4228206273,28.4560831922
14615,14615,52.0,11706.0,8910.0,ROLPA,52.0,2059.0,,12.0,2002.0,2002-05-02,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,5.0,5.0,4.0,6.0,19.0,,1.0,1.0,0.0,0.0,0.0,82.5714947704,28.4723138561
14616,14616,52.0,11708.0,8850.0,ROLPA,52.0,2059.0,,15.0,2002.0,2002-12-11,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,4.0,7.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.7561359069,28.2017530192
14617,14617,52.0,11712.0,2012.0,ROLPA,52.0,2054.0,,50.0,1998.0,1998-03-06,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,99.0,3.0,7.0,1.0,,1.0,1.0,0.0,0.0,1.0,82.8852741865,28.3092996237
14618,14618,52.0,11717.0,2006.0,ROLPA,52.0,2058.0,,30.0,2002.0,2002-03-17,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,99.0,3.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.8881756681,28.366175306
14619,14619,52.0,11718.0,8927.0,ROLPA,52.0,2056.0,,24.0,1999.0,1999-06-22,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,5.0,3.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.8362331145,28.2564775884
14620,14620,52.0,11723.0,8924.0,ROLPA,52.0,2056.0,,22.0,1999.0,1999-12-12,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,5.0,3.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.3947834995,28.4142547612
14621,14621,52.0,11730.0,8554.0,ROLPA,52.0,2059.0,,30.0,2002.0,2002-09-22,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.4166477288,28.4425458858
14622,14622,52.0,11743.0,8911.0,ROLPA,52.0,2055.0,,18.0,1999.0,1999-03-10,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,1.0,2.0,5.0,5.0,9.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.8959109129,28.3225273345
14623,14623,52.0,11752.0,2352.0,ROLPA,52.0,2053.0,,28.0,1996.0,1996-05-18,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.7169298079,28.2549301474
14624,14624,52.0,11758.0,8663.0,ROLPA,52.0,2053.0,,34.0,1996.0,1996-08-10,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,10.0,2.0,5.0,3.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.7990276773,28.3177636293
14625,14625,52.0,11761.0,8868.0,ROLPA,52.0,2053.0,,41.0,1997.0,1997-01-17,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,3.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.7693477202,28.2282832318
14626,14626,52.0,11762.0,8745.0,ROLPA,52.0,2056.0,,32.0,1999.0,1999-09-14,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.4162777079,28.3356008727
14627,14627,52.0,11770.0,8474.0,ROLPA,52.0,2061.0,,11.0,2005.0,2005-03-15,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,10.0,2.0,99.0,4.0,6.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.8273898973,28.3358729451
14628,14628,52.0,11771.0,8574.0,ROLPA,52.0,2059.0,,19.0,2002.0,2002-09-22,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,99.0,4.0,6.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.7764203535,28.2310393447
14629,14629,52.0,11774.0,2538.0,ROLPA,52.0,2059.0,,16.0,2002.0,2002-04-24,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,6.0,1.0,5.0,5.0,5.0,9.0,19.0,,3.0,1.0,0.0,0.0,0.0,82.579027419,28.4051425144
14630,14630,52.0,11791.0,2392.0,ROLPA,52.0,2058.0,,23.0,2002.0,2002-04-02,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,99.0,3.0,4.0,15.0,,1.0,1.0,0.0,0.0,0.0,82.4287911017,28.5175050882
14631,14631,52.0,11798.0,10507.0,ROLPA,52.0,2058.0,,41.0,2002.0,2002-03-08,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,99.0,4.0,7.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.5463155684,28.4469763435
14632,14632,52.0,11799.0,2244.0,ROLPA,52.0,2059.0,,21.0,2002.0,2002-05-02,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,3.0,5.0,1.0,,1.0,1.0,0.0,0.0,0.0,82.4567132861,28.2438390135
14633,14633,52.0,11808.0,8634.0,ROLPA,52.0,2058.0,,16.0,2002.0,2002-03-28,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,10.0,2.0,99.0,4.0,6.0,19.0,,1.0,1.0,0.0,0.0,0.0,82.4382355531,28.3693875375
14634,14634,52.0,11809.0,2565.0,ROLPA,52.0,2054.0,,23.0,1998.0,1998-01-19,4.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,5.0,9.0,9.0,,1.0,1.0,0.0,0.0,0.0,82.502503414,28.5358117362
